Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRL49,OUT013,2933.1343428571427
FDI05,OUT018,1234.7736571428572
FDY56,OUT045,4450.3974285714285
DRC13,OUT013,2549.2530857142856
NCV29,OUT017,2605.370514285714
FDR24,OUT049,1763.2286285714285
FDZ34,OUT018,1766.4625142857146
FDP37,OUT035,2803.398457142857
FDX08,OUT027,5757.648171428571
FDS57,OUT045,1791.7629142857145
NCG18,OUT049,2775.339742857143
FDK25,OUT018,1564.3446571428574
FDH53,OUT049,1777.1153142857142
DRI59,OUT018,2641.7041714285724
FDA52,OUT046,3549.2846857142863
FDT20,OUT010,174.24937142857138
FDE36,OUT019,474.33494285714283
FDI24,OUT017,1744.6813428571427
FDB28,OUT018,2601.0903714285714
FDV11,OUT017,2582.5430857142856
FDP01,OUT046,1906.8512000000003
FDD34,OUT027,3965.5048
FDJ50,OUT027,2685.8371999999995
FDZ44,OUT013,1622.7448285714288
DRO59,OUT035,1860.625657142857
DRB48,OUT045,943.2483714285712
FDR21,OUT018,1727.0852
NCE42,OUT010,497.1623714285714
FDO23,OUT046,2716.083542857142
NCE30,OUT018,2446.244314285714
FDQ22,OUT035,1347.198742857143
FDY01,OUT045,1942.709285714286
FDS08,OUT017,2799.4987714285717
FDG28,OUT018,2301.290142857143
FDQ51,OUT018,2447.956371428572
FDB05,OUT017,3770.0449428571433
FDO56,OUT049,2735.7722
FDE02,OUT018,1581.655457142857
FDN45,OUT017,3490.789399999999
FDS09,OUT013,1196.1572571428571
NCA54,OUT018,2421.3243714285713
FDP09,OUT010,405.0917428571429
FDC53,OUT045,1611.8066857142855
NCM55,OUT017,3081.8930857142864
FDL09,OUT018,2335.7215142857144
FDA11,OUT019,334.13648571428564
FDA50,OUT045,1252.8453714285715
FDC23,OUT017,3219.618571428571
FDE22,OUT049,2911.923857142857
FDD23,OUT046,3400.621057142857
NCA29,OUT049,3088.6462
FDK38,OUT046,1650.423085714286
DRC13,OUT046,1551.314
NCP43,OUT049,2930.566257142858
FDX28,OUT049,1039.5991428571429
FDF08,OUT049,1764.5602285714285
FDZ33,OUT046,2604.6096000000002
FDD10,OUT049,2061.0314571428576
FDO58,OUT017,2653.308114285714
FDI50,OUT017,2544.4022571428573
FDO58,OUT045,3072.191428571429
FDX08,OUT013,3360.387714285714
NCK17,OUT010,240.63914285714282
FDF39,OUT035,3523.698942857143
FDU45,OUT010,223.32834285714284
NCJ18,OUT018,1914.7456857142859
DRC27,OUT019,448.1785142857143
DRC25,OUT035,2219.6820857142857
FDU59,OUT035,2879.6801142857144
FDU28,OUT035,3435.337771428571
NCP30,OUT046,908.0560857142856
FDB39,OUT018,1382.0105714285714
FDE41,OUT013,1484.0682
DRH11,OUT010,196.69634285714287
FDA58,OUT045,2931.0418285714286
FDU50,OUT046,1462.9528285714289
FDM34,OUT013,2391.0780285714286
FDM44,OUT027,3524.650085714285
FDR39,OUT045,3010.0818
FDM25,OUT045,3951.808342857143
FDQ49,OUT049,1651.3742285714284
DRH25,OUT018,1079.3569142857143
FDM09,OUT027,4721.663371428572
FDL44,OUT019,570.5906000000001
NCR42,OUT018,846.6122571428571
DRL59,OUT046,1975.9041714285715
FDX43,OUT013,2802.637542857143
DRK47,OUT010,307.0289142857142
FDU48,OUT018,1629.9735142857141
FDY12,OUT045,872.6735714285714
NCN43,OUT018,1490.5359714285717
NCM55,OUT018,2219.491857142857
FDQ21,OUT027,3134.776628571429
FDX13,OUT035,3291.620085714286
NCK30,OUT027,4048.539571428571
FDG20,OUT049,2942.740885714286
DRG27,OUT017,1029.6121428571428
FDY14,OUT018,3598.458771428572
FDP59,OUT035,1874.7025714285717
FDU60,OUT017,3399.3845714285717
NCC18,OUT019,499.25488571428565
DRJ39,OUT017,4105.893485714286
FDS07,OUT049,2319.742314285714
FDM08,OUT027,4846.167971428571
FDP51,OUT045,2056.2757428571426
FDU16,OUT035,2534.8908285714283
FDH12,OUT013,1822.009257142857
DRE48,OUT010,388.7320857142858
NCL42,OUT027,7719.1900857142855
FDR21,OUT045,2313.2745428571425
NCW29,OUT035,2671.7602857142856
FDO11,OUT013,1711.201114285714
NCM31,OUT049,2917.630714285714
FDV35,OUT019,414.03248571428566
FDF58,OUT017,849.0852285714284
NCE43,OUT049,2756.6973428571428
FDA02,OUT035,2090.0413142857146
DRL37,OUT010,272.978
FDR24,OUT018,1762.8481714285715
FDW59,OUT049,2697.8215999999998
FDS22,OUT049,1407.6914285714286
FDW24,OUT017,1177.4197428571429
FDU24,OUT035,2022.7004
FDA21,OUT027,5969.0872285714295
FDH58,OUT027,2833.930142857143
FDW36,OUT018,1620.7474285714286
FDI45,OUT027,4790.335885714286
FDU01,OUT018,1217.1775142857146
FDF35,OUT027,3799.435257142857
FDU43,OUT019,361.81474285714285
FDE24,OUT019,274.69005714285714
FDK50,OUT049,1878.9827142857143
FDG31,OUT045,1295.7419142857143
FDC60,OUT045,1326.178485714286
FDL36,OUT013,1692.5587142857144
FDP21,OUT013,2318.2204857142856
FDW16,OUT045,1535.9054857142858
FDX02,OUT017,3226.181457142857
FDQ58,OUT027,3699.6603714285716
FDT51,OUT046,1674.5821142857144
FDD59,OUT049,2335.6264
NCM42,OUT018,2330.7755714285713
FDA57,OUT018,1152.4998
FDZ48,OUT035,1889.5404
FDE46,OUT045,3153.2288
NCZ30,OUT019,247.2971428571429
FDB56,OUT017,3354.395514285715
FDA25,OUT027,2874.9244
FDD20,OUT013,2019.1811714285716
FDL25,OUT013,1843.3148571428571
NCO18,OUT049,3473.098142857143
FDJ45,OUT017,1637.2973142857143
FDR12,OUT035,2725.3096285714287
NCF19,OUT010,123.93391428571428
FDK25,OUT046,2209.695085714286
NCR17,OUT046,1651.7546857142859
FDC52,OUT046,1970.482657142857
NCA54,OUT017,3962.5562571428572
FDR45,OUT010,415.5543142857142
NCM19,OUT049,2741.7644
FDF39,OUT027,6858.9764857142845
FDX23,OUT049,996.1319142857143
FDD58,OUT027,2266.0027428571425
FDX28,OUT013,1834.374114285714
NCD31,OUT013,2712.659428571428
FDU57,OUT018,2024.6026857142856
FDI27,OUT046,1469.5157142857145
NCM42,OUT046,1894.2961142857143
FDD32,OUT027,2151.1046857142856
FDI34,OUT013,3956.8493999999996
NCM29,OUT049,1400.557857142857
FDG46,OUT018,1278.1457714285716
DRC01,OUT010,283.91614285714286
FDB15,OUT027,5456.991914285713
NCA17,OUT027,4019.6248285714287
FDF10,OUT046,3108.6202000000003
FDR26,OUT027,3723.3438285714287
FDI02,OUT049,1583.1772857142857
NCM54,OUT010,280.3018
FDF14,OUT013,2282.7428571428572
FDJ33,OUT010,281.4431714285714
FDM20,OUT035,4011.7303428571427
FDC03,OUT027,5048.571171428572
NCX05,OUT046,2069.686857142857
NCM41,OUT027,3075.2350857142856
NCU29,OUT010,481.9440857142857
FDQ59,OUT017,1575.2827999999997
FDH46,OUT010,265.3688571428571
FDH09,OUT013,861.4500857142857
NCD06,OUT045,1043.0232571428571
FDC15,OUT035,1757.997342857143
DRD37,OUT027,1433.4674
FDT28,OUT027,3440.8543999999997
FDR28,OUT027,4663.548542857143
FDT38,OUT017,919.8502571428571
FDV34,OUT027,1919.7867428571428
FDY52,OUT035,1402.2699142857143
FDB34,OUT013,1865.0009142857143
DRL23,OUT018,1594.3056571428572
DRB24,OUT046,1840.2712000000004
FDJ50,OUT046,1467.6134285714288
FDQ49,OUT035,3409.6569142857143
FDP20,OUT035,2628.5784
FDV19,OUT027,4282.806057142857
NCR54,OUT045,3140.9590571428575
FDO09,OUT010,431.81885714285715
FDS57,OUT018,1760.3752000000002
FDN10,OUT049,2335.1508285714285
FDV23,OUT049,2697.8215999999998
FDY28,OUT049,3754.065742857143
DRG51,OUT013,2159.8552
FDD45,OUT019,238.16617142857143
NCL18,OUT027,5050.473457142857
NCM29,OUT013,1845.1220285714285
FDF17,OUT027,5985.73222857143
FDE22,OUT017,3335.8482285714285
FDQ22,OUT017,1006.6896
FDS01,OUT013,3112.3296571428573
FDW35,OUT027,1641.197
FDJ33,OUT046,1775.6886
NCF54,OUT035,3172.5370000000003
FDE09,OUT013,1234.8687714285713
NCE06,OUT045,2526.615885714286
DRH49,OUT049,1276.5288285714284
FDY43,OUT045,1987.793457142857
NCT05,OUT017,4022.7635999999998
FDZ34,OUT045,3666.180142857143
FDL38,OUT017,2137.0277714285708
FDZ31,OUT017,3732.2845714285713
FDR14,OUT035,1299.4513714285715
NCN54,OUT049,2447.4808
NCC42,OUT027,3669.2238
FDK08,OUT017,1482.0708
FDP59,OUT013,1323.1348285714284
FDV22,OUT035,2511.1122571428573
FDD33,OUT035,4143.083171428571
DRE60,OUT027,4923.305657142856
FDK52,OUT046,3660.8537428571435
FDA02,OUT017,1711.9620285714284
FDM56,OUT049,2106.876542857143
FDE57,OUT035,1976.2846285714284
FDM32,OUT045,1971.5289142857146
NCQ30,OUT027,3368.8528857142855
FDQ27,OUT027,2614.5966000000003
FDT60,OUT027,3099.013657142857
FDU43,OUT049,3989.854057142857
NCO55,OUT035,1941.7581428571425
FDG02,OUT045,2533.0836571428567
FDJ28,OUT013,2714.3714857142863
FDP40,OUT045,1413.0178285714285
FDJ38,OUT045,2962.9051142857143
NCC54,OUT017,3456.8335999999995
NCZ41,OUT046,2393.455885714285
FDK38,OUT019,417.0761428571428
FDU52,OUT013,2058.082914285714
FDC40,OUT046,1582.7017142857144
NCR30,OUT017,1051.8688857142856
NCN18,OUT017,1586.886742857143
FDB50,OUT035,1153.2607142857144
FDG04,OUT013,2355.505285714286
FDR26,OUT035,2117.148885714286
NCT17,OUT018,2405.440285714286
FDX35,OUT027,4191.781685714285
FDS12,OUT046,2541.643942857143
NCZ29,OUT027,4555.498714285714
FDB38,OUT010,250.6261428571429
FDP12,OUT013,1201.0080857142857
FDP22,OUT046,1171.8080000000002
FDS26,OUT018,3563.742057142857
FDR52,OUT046,3761.674885714286
DRJ13,OUT046,2399.828542857143
FDU48,OUT027,3099.0136571428566
FDE29,OUT035,1816.207285714286
NCT29,OUT049,1801.4645714285712
DRK37,OUT018,2980.5963714285717
FDK55,OUT046,2140.832342857143
FDR07,OUT046,1225.5475714285715
FDO21,OUT027,5177.165685714286
FDK46,OUT049,3990.1394000000005
FDB12,OUT045,1177.7050857142856
FDT31,OUT027,5162.803428571429
FDJ33,OUT045,2155.1946
FDC26,OUT027,3425.826342857143
NCQ02,OUT045,3105.576542857143
FDP08,OUT010,365.1437428571429
FDB11,OUT027,4212.897057142857
FDV55,OUT013,2083.858885714286
FDW20,OUT049,2453.3778857142856
NCJ18,OUT019,400.6213714285714
FDC41,OUT018,785.5488857142856
FDE14,OUT027,2313.7501142857145
FDG35,OUT013,2993.2465714285713
FDF45,OUT035,1177.0392857142856
FDS19,OUT027,2492.6600857142853
FDS58,OUT019,270.4099142857143
FDA26,OUT017,4184.267657142857
FDM32,OUT049,1999.2071714285714
FDL45,OUT046,2180.0194285714288
FDZ55,OUT049,2376.8108857142856
FDY37,OUT049,1550.8384285714287
FDO46,OUT046,3497.9229714285716
FDQ60,OUT046,2471.164257142857
FDA19,OUT018,2324.4029142857144
FDL15,OUT046,2140.8323428571425
FDM10,OUT018,2419.992771428572
NCL05,OUT017,1022.8590285714284
DRK49,OUT010,315.96965714285716
NCE18,OUT027,7615.135057142857
FDG40,OUT049,770.5208285714286
DRI59,OUT045,2999.3338857142853
FDK28,OUT035,3494.213514285714
NCD06,OUT019,188.23117142857149
FDO11,OUT019,301.0367142857143
FDK27,OUT046,1874.4172285714285
FDT43,OUT027,1141.9421142857143
FDD38,OUT018,1087.6318571428571
FDA16,OUT049,3612.821028571429
FDL14,OUT027,3748.644228571429
NCM17,OUT049,1364.6046571428574
FDD20,OUT045,2880.8214857142857
FDA40,OUT045,1562.3472571428572
FDL43,OUT045,1418.5344571428575
FDV15,OUT045,1994.166114285714
FDE52,OUT046,1573.2854
NCL17,OUT010,478.13951428571426
NCJ31,OUT045,2979.740342857143
FDR60,OUT045,1065.2800000000002
NCA18,OUT035,1871.5638000000001
FDS21,OUT027,1682.6668285714284
FDW09,OUT035,1631.3051142857144
FDL26,OUT035,2819.2825428571427
FDS47,OUT018,1974.382342857143
FDC39,OUT046,2817.094914285714
FDT51,OUT035,2397.4506857142856
FDK40,OUT035,3376.9375999999997
NCG19,OUT045,3059.351
FDZ07,OUT046,986.5253714285715
FDF08,OUT027,2632.0025142857144
FDO04,OUT013,1328.3661142857143
FDK41,OUT018,812.4662285714285
FDP15,OUT049,2192.9549714285713
NCD43,OUT018,1700.1678571428572
NCP18,OUT013,2712.6594285714286
FDZ51,OUT046,1674.5821142857144
DRH13,OUT035,2174.7881428571427
FDF38,OUT045,878.5706571428572
NCI43,OUT045,1163.3428285714285
FDM38,OUT027,2704.7649428571426
FDS03,OUT013,1651.5644571428572
DRJ47,OUT017,1760.9458857142856
FDT50,OUT010,286.1988857142858
FDV02,OUT046,2453.9485714285715
NCG18,OUT017,2381.851942857143
FDW52,OUT046,3621.856885714285
FDS40,OUT035,996.4172571428571
FDN31,OUT017,2863.320457142857
FDA37,OUT045,2445.3882857142858
FDA15,OUT046,3086.2683428571427
FDL39,OUT046,2983.0693428571426
FDJ53,OUT045,1497.6695428571427
FDX22,OUT013,3003.233571428572
NCZ42,OUT045,2756.887571428572
FDD56,OUT027,5361.3069428571425
FDD40,OUT017,3798.674342857143
FDS50,OUT013,3076.947142857143
NCN14,OUT013,2846.8656857142855
FDT15,OUT013,3072.9523428571433
NCS18,OUT027,2854.569942857143
NCO26,OUT010,251.0066
FDF58,OUT018,1380.8691999999999
NCB19,OUT013,1967.9145714285717
FDH26,OUT017,2924.8594000000003
DRB24,OUT027,5616.974142857143
FDA49,OUT018,1461.8114571428573
FDB32,OUT045,1940.6167714285716
FDI36,OUT017,2709.1402000000007
NCA17,OUT010,474.2398285714285
FDH22,OUT013,1906.470742857143
NCM26,OUT018,2075.6790571428573
FDT15,OUT027,5072.7302
FDB16,OUT018,1440.8863142857142
NCP54,OUT027,3416.9807142857144
FDJ36,OUT013,1275.6728
FDO28,OUT045,1694.9365714285716
FDU09,OUT013,1783.4879714285712
FDF29,OUT017,2044.2913428571428
FDY08,OUT013,2516.628885714286
DRJ59,OUT018,1625.0275714285713
FDT23,OUT027,3290.4787142857144
FDU15,OUT018,1644.3357714285717
FDT47,OUT013,1794.9016857142856
FDI53,OUT019,278.6848571428571
FDR59,OUT018,1703.3066285714285
FDD53,OUT035,996.4172571428571
FDY51,OUT017,2860.657257142858
FDT04,OUT049,882.8508000000002
FDU51,OUT049,2467.169457142857
FDG14,OUT035,2275.2288285714285
NCU06,OUT045,3210.2973714285718
DRG25,OUT046,1732.6969428571429
DRH49,OUT035,2053.1369714285715
FDN15,OUT035,2717.320028571429
FDL43,OUT018,1150.1219428571428
NCT18,OUT049,3585.237885714286
NCB31,OUT013,4347.293542857143
FDK57,OUT035,1560.254742857143
FDY04,OUT019,278.68485714285714
NCP54,OUT046,1987.032542857143
FDF41,OUT013,3252.0525428571427
FDM01,OUT045,1854.9188
FDW03,OUT045,2037.2528857142859
FDF28,OUT045,1978.6624857142856
FDY37,OUT017,2816.9998
FDQ03,OUT017,3938.302114285714
FDP51,OUT027,3709.3620285714287
FDJ40,OUT017,1962.0174857142858
FDC32,OUT049,2141.307914285714
DRI49,OUT027,2162.7086285714286
NCW54,OUT017,1237.0564
FDF09,OUT017,705.6528857142856
FDP45,OUT018,2654.259257142857
DRJ23,OUT018,2491.7089428571426
FDS59,OUT017,1935.8610571428574
FDY08,OUT046,2746.5201142857145
FDX16,OUT049,2968.7070857142858
FDY16,OUT018,1954.9790285714284
FDK32,OUT035,2421.5145999999995
FDQ22,OUT013,1282.9966000000002
NCC31,OUT018,2613.360114285714
FDG58,OUT049,2875.5901999999996
DRF48,OUT013,3777.2736285714277
DRH36,OUT049,1210.709742857143
NCR30,OUT035,2030.0241999999998
FDB03,OUT019,442.6618857142857
FDZ28,OUT027,3863.922742857143
FDR35,OUT017,2955.0106285714282
DRD15,OUT027,5826.606028571428
FDJ33,OUT019,268.5076285714286
FDA56,OUT010,226.65734285714285
FDP56,OUT046,1595.9225999999999
NCT30,OUT046,1021.6225428571427
FDK15,OUT017,1969.4364
FDH44,OUT018,1520.401857142857
FDV01,OUT013,1692.7489428571425
DRG03,OUT017,2803.303342857143
FDG50,OUT027,2685.8372000000004
FDR16,OUT010,455.6925428571429
FDZ60,OUT046,1665.8316
DRG03,OUT045,2474.8737142857144
FDS56,OUT018,3024.2538285714286
FDU33,OUT045,1287.8474285714285
DRD27,OUT035,918.9942285714286
FDW22,OUT046,3333.8508285714292
DRA24,OUT045,1825.4333714285713
FDF38,OUT049,1358.8026857142854
FDX48,OUT013,1827.0503142857144
FDS58,OUT018,2395.6435142857144
FDC32,OUT046,1415.3005714285716
NCQ29,OUT045,4154.496885714286
DRK39,OUT018,1719.3809428571426
NCS38,OUT017,1421.3878857142856
DRO47,OUT013,2059.604742857143
DRG27,OUT027,1980.7549999999997
FDC57,OUT027,4480.453542857143
FDS55,OUT046,2787.8948285714287
NCJ06,OUT018,1369.6457142857143
FDO01,OUT019,335.5632
NCM55,OUT045,2766.5892285714285
FDC52,OUT049,2552.0114
FDQ15,OUT045,2019.3714
NCT30,OUT027,1070.0357142857144
NCR42,OUT027,1341.587
FDD28,OUT035,1232.015342857143
FDQ34,OUT049,1951.2695714285715
FDZ12,OUT027,3989.854057142857
DRE13,OUT019,306.55334285714287
NCN07,OUT019,297.5174857142857
FDM28,OUT035,3121.080171428572
FDI10,OUT017,2438.1596
FDQ25,OUT013,2091.7533714285714
FDA38,OUT010,394.34382857142856
DRI13,OUT049,2807.0128
FDY20,OUT027,2722.6464285714283
NCZ53,OUT035,3129.2599999999998
NCM31,OUT013,2400.399228571429
DRB01,OUT017,2255.4450571428574
DRF37,OUT046,2631.8122857142857
NCF42,OUT049,2981.4523999999997
FDF16,OUT018,1942.2337142857143
FDB41,OUT013,1107.8912
FDR34,OUT013,3713.8324
FDR15,OUT018,2595.668857142857
NCV42,OUT019,247.29714285714286
FDW51,OUT035,3046.5105714285714
FDU36,OUT017,1310.8650857142857
FDX60,OUT049,1731.4604571428574
FDY03,OUT035,2551.8211714285712
FDW55,OUT045,4124.155428571429
FDT01,OUT010,331.9488571428571
FDG58,OUT013,2648.647514285714
FDK21,OUT017,4159.9184000000005
NCS41,OUT019,543.1025714285714
FDS10,OUT045,2998.0022857142862
NCT53,OUT046,1541.9927999999998
FDJ28,OUT018,1849.3070571428573
FDX44,OUT045,1352.5251428571428
FDT20,OUT018,1151.3584285714285
FDO44,OUT017,1440.7912
NCX17,OUT049,3560.1277142857143
FDY01,OUT017,2402.7770857142855
FDJ12,OUT027,5433.974257142858
DRK35,OUT018,1352.3349142857144
FDD47,OUT019,357.05902857142854
NCM53,OUT035,2027.3610000000003
FDO45,OUT013,1104.467085714286
NCM42,OUT010,376.4623428571429
FDE04,OUT046,2806.917685714286
NCI30,OUT027,7719.1900857142855
FDZ19,OUT013,2802.637542857143
FDW57,OUT013,2188.7699428571427
FDA25,OUT013,1454.8681142857145
FDT22,OUT046,1173.3298285714284
FDP51,OUT013,2581.401714285714
FDD48,OUT027,2722.265971428572
FDY39,OUT035,3086.0781142857145
FDO48,OUT010,407.37448571428575
FDD23,OUT027,4367.743114285714
DRN35,OUT027,1903.2368571428572
FDT01,OUT035,3547.3823999999995
FDC20,OUT010,225.51597142857142
DRJ35,OUT035,1507.3712
FDB32,OUT046,1547.6996571428572
FDL24,OUT046,3198.598314285714
NCV42,OUT035,2737.7696
FDZ46,OUT046,2086.236742857143
FDC15,OUT013,1784.0586571428573
FDD08,OUT019,189.56277142857144
FDY50,OUT049,1669.7312857142858
FDD36,OUT013,1736.501514285714
FDG57,OUT027,1138.3277714285712
FDL21,OUT018,538.1566285714285
FDN16,OUT027,3200.595714285714
FDJ09,OUT027,1906.8511999999996
FDS01,OUT010,226.94268571428572
FDV33,OUT017,3077.898285714286
DRE12,OUT017,2196.759542857143
FDR07,OUT013,1344.8208857142856
FDP48,OUT010,311.40417142857143
NCB55,OUT035,1718.9053714285712
FDQ08,OUT013,1625.5031428571426
FDR34,OUT035,3745.2201142857148
FDO33,OUT046,2183.6337714285714
FDP13,OUT045,1571.192885714286
FDX12,OUT049,3546.3361428571434
NCT06,OUT049,2893.1863428571423
FDR16,OUT019,278.68485714285714
FDE36,OUT046,3045.654542857143
FDZ36,OUT049,2945.4040857142854
FDV13,OUT045,1679.0524857142857
NCZ17,OUT035,1146.4124857142858
FDU56,OUT045,3682.3495714285714
FDM09,OUT035,2717.1297999999997
FDV02,OUT017,3323.768714285715
FDS34,OUT018,1293.6494
FDA11,OUT049,996.1319142857143
FDP09,OUT017,2865.6032
FDB29,OUT027,3200.595714285714
FDT19,OUT017,2765.5429714285715
DRH15,OUT017,1047.8740857142857
FDY38,OUT046,3319.393457142857
FDF14,OUT027,4364.223885714286
FDN48,OUT010,239.87822857142856
FDQ12,OUT013,3655.5273428571427
NCJ43,OUT045,2403.252657142857
FDE17,OUT019,294.37871428571435
FDB05,OUT035,3068.481971428572
FDH10,OUT045,2198.852057142857
NCR06,OUT017,504.0106
FDU32,OUT018,2080.1494285714284
FDD56,OUT049,2942.740885714286
FDO36,OUT018,2113.154085714286
FDH16,OUT010,265.8444285714286
FDX10,OUT018,1018.1984285714287
FDZ37,OUT017,1806.410514285714
FDU31,OUT010,475.7616571428571
DRC49,OUT049,2903.173342857143
FDL15,OUT045,2634.4754857142857
FDN32,OUT019,542.2465428571429
DRH59,OUT027,1903.2368571428572
NCU29,OUT049,2047.3349999999998
FDR37,OUT019,308.26539999999994
FDS14,OUT018,1962.207714285714
FDU02,OUT027,5442.72477142857
FDJ08,OUT035,3765.2892285714292
NCZ06,OUT045,3502.4884571428565
FDO31,OUT049,2414.951714285714
FDH31,OUT018,1688.1834571428572
FDS58,OUT017,3407.849742857143
NCA53,OUT027,1925.4935999999998
FDF50,OUT046,2901.6515142857143
NCW42,OUT049,3479.2805714285714
NCQ17,OUT045,2453.187657142857
FDK51,OUT018,3580.387057142857
NCW41,OUT010,526.1722285714285
NCR29,OUT017,1415.9663714285714
FDB08,OUT019,570.5906
FDA40,OUT027,2654.1641428571425
FDL14,OUT018,2781.3319428571426
FDB47,OUT046,3303.0338000000006
FDO03,OUT035,3573.538828571429
DRK13,OUT019,423.06834285714285
FDX13,OUT010,241.59028571428576
FDF52,OUT046,3244.9189714285717
FDT11,OUT013,1699.6922857142854
FDB08,OUT013,2291.1129142857144
FDQ28,OUT018,2408.6741714285713
FDD29,OUT045,4550.647885714286
NCQ29,OUT027,5243.8408
NCO02,OUT013,1930.249314285714
FDR56,OUT010,446.65668571428574
NCM54,OUT049,2765.0674
FDP51,OUT035,2729.684885714286
FDT38,OUT013,850.1314857142858
FDZ20,OUT018,2868.551742857143
FDJ53,OUT013,1867.4738857142856
FDX13,OUT049,2814.1463714285715
FDP58,OUT035,3599.0294571428567
NCK31,OUT019,239.78311428571428
FDA35,OUT018,2191.7184857142856
FDV37,OUT018,2563.900685714286
NCO07,OUT027,2757.933828571429
FDA20,OUT045,2771.4400571428573
FDZ59,OUT035,2690.0222285714285
NCY17,OUT017,1292.5080285714287
FDQ28,OUT035,2638.5654
FDV35,OUT017,2720.9343714285715
FDQ36,OUT013,988.3325428571428
FDD34,OUT018,2364.350914285714
FDK51,OUT045,3848.609342857143
FDV31,OUT035,2733.7748
FDR04,OUT035,1789.0046000000002
FDR14,OUT049,1262.8323714285714
DRC36,OUT010,490.9799428571429
FDE39,OUT019,397.3874857142857
FDP57,OUT049,1906.9463142857142
FDE57,OUT046,2371.008914285714
NCN18,OUT046,1461.5261142857144
NCQ05,OUT018,1857.4868857142858
FDW47,OUT035,2329.2537428571427
FDV46,OUT035,3054.9757428571424
NCP29,OUT045,1663.2635142857143
FDE09,OUT018,2080.1494285714284
NCU06,OUT027,6295.329228571428
FDT19,OUT010,578.7704285714286
DRF15,OUT017,2608.6995142857145
DRI51,OUT013,3000.475257142857
NCX54,OUT013,2040.1063142857145
DRE01,OUT013,3369.4235714285714
NCB07,OUT045,3246.2505714285717
FDU50,OUT035,1406.2647142857145
FDG40,OUT035,945.3408857142857
FDW10,OUT018,1929.203057142857
FDX51,OUT013,3152.2776571428576
NCP17,OUT045,864.0181714285712
FDP21,OUT035,2471.4496
FDL04,OUT045,1740.8767714285714
FDV23,OUT013,2006.5309714285715
FDF24,OUT046,1590.8815428571431
FDH56,OUT027,3099.9648
FDB51,OUT049,1241.9072285714285
FDI58,OUT027,2702.957771428572
FDR20,OUT013,1527.8207714285713
FDC51,OUT018,1302.8754857142856
FDB16,OUT027,2308.2334857142855
FDE40,OUT049,1592.4984857142858
NCM17,OUT035,1359.1831428571427
FDU56,OUT035,3499.825257142857
FDS32,OUT019,301.70251428571424
FDX02,OUT049,2753.1781142857144
FDT39,OUT027,5249.737885714286
FDE35,OUT017,1612.3773714285715
NCI42,OUT019,320.44002857142857
DRL23,OUT046,2042.1037142857144
FDA10,OUT046,2285.0256000000004
FDA11,OUT013,1822.0092571428572
NCM06,OUT046,2178.402485714286
NCT05,OUT035,4913.318657142858
NCQ02,OUT010,452.2684285714286
NCY06,OUT049,2683.8398000000007
FDY56,OUT035,2756.9826857142857
FDL02,OUT035,2902.127085714285
NCI06,OUT035,2780.095457142857
FDQ14,OUT045,2607.2727999999997
FDQ12,OUT017,3440.9495142857145
FDP36,OUT046,866.6813714285714
FDK21,OUT027,4829.427857142857
FDO40,OUT045,2286.6425428571424
NCK54,OUT019,339.4628857142857
FDY09,OUT018,2127.6114571428575
NCW30,OUT049,3659.7123714285713
NCC55,OUT027,3064.9627428571434
FDE58,OUT018,1685.1397999999997
FDR39,OUT013,2387.368571428571
FDU28,OUT049,2612.1236285714285
FDH08,OUT017,2712.754542857143
FDG35,OUT045,2582.638199999999
FDG22,OUT049,1407.6914285714286
FDC34,OUT035,2802.6375428571423
FDP15,OUT018,2861.323057142857
FDK34,OUT010,387.4956
FDU45,OUT035,1870.0419714285713
FDQ04,OUT027,1627.8809999999996
FDX22,OUT018,3220.3794857142857
FDB45,OUT017,1924.6375714285716
NCH43,OUT027,5880.440714285715
DRE60,OUT046,1962.6832857142858
FDD17,OUT027,5884.720857142856
NCM54,OUT017,2257.442457142857
NCH55,OUT013,1939.3802857142857
NCT06,OUT017,3655.0517714285716
FDA48,OUT027,4634.824028571428
FDY58,OUT027,4277.669885714286
FDO25,OUT045,2794.743057142857
FDN50,OUT045,1854.6334571428572
FDH35,OUT035,3152.277657142857
FDK09,OUT045,3761.7700000000004
FDO16,OUT013,1713.6740857142856
FDW11,OUT045,1055.6734571428572
FDU47,OUT027,3517.8969714285713
NCQ42,OUT010,280.2066857142857
FDK55,OUT027,2465.552514285714
FDN08,OUT049,2439.3960857142856
FDT57,OUT045,4026.568171428571
FDJ12,OUT018,1619.606057142857
DRL59,OUT017,1144.2248571428572
NCN53,OUT046,1535.5250285714287
FDO51,OUT010,248.24828571428571
FDK56,OUT017,3681.493542857142
FDY12,OUT035,752.639342857143
FDU15,OUT035,2338.9554
FDQ19,OUT046,3809.9929428571427
DRF15,OUT045,2800.3548
DRE25,OUT019,306.55334285714287
FDK57,OUT018,2115.9123999999997
FDD33,OUT010,516.6608
FDR34,OUT027,5177.165685714286
FDU04,OUT045,1745.156914285714
FDE35,OUT019,170.53991428571427
NCD31,OUT035,3442.661571428572
FDJ56,OUT035,1740.686542857143
NCU53,OUT046,1541.9927999999998
FDD39,OUT035,2886.5283428571424
NCU17,OUT019,190.13345714285714
FDJ20,OUT046,1414.825
NCW41,OUT018,1920.452542857143
FDL52,OUT035,1159.9187142857143
FDS39,OUT035,2018.3251428571427
